NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100347914	LOC100347914	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347917	LOC100347917	uncharacterized LOC100347917	Oryctolagus cuniculus	rabbit	PSEUDO			
100347919	LOC100347919	60S ribosomal protein L7a-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347922	LOC100347922	toll-like receptor 11	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347923	LOC100347923	olfactory receptor 4S2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347942	LOC100347942	40S ribosomal protein S8-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347943	LOC100347943	olfactory receptor 7A17-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347948	LOC100347948	zinc finger protein 84	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347949	LOC100347949	putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	Oryctolagus cuniculus	rabbit	PSEUDO			
100347956	LOC100347956	intestinal-type alkaline phosphatase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347958	LOC100347958	39S ribosomal protein L15, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347961	LOC100347961	olfactory receptor 1086-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347962	LOC100347962	uncharacterized LOC100347962	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347963	LOC100347963	immunoglobulin heavy variable 3-66-like	Oryctolagus cuniculus	rabbit	OTHER			
100347965	LOC100347965	cytoplasmic protein NCK1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347969	LOC100347969	protocadherin alpha-6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347980	LOC100347980	60S ribosomal protein L36a-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347982	LOC100347982	cyclin-dependent kinases regulatory subunit 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347985	LOC100347985	eukaryotic peptide chain release factor subunit 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347986	LOC100347986	60S ribosomal protein L7-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347989	LOC100347989	60S ribosomal protein L38-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347992	LOC100347992	protein tyrosine phosphatase type IVA 1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347994	LOC100347994	ADP-ribosylation factor GTPase-activating protein 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347997	LOC100347997	pleckstrin homology domain-containing family B member 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348001	LOC100348001	arylacetamide deacetylase-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348005	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	51170	NCBI Ortholog
100348008	LOC100348008	prostaglandin E synthase 3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348011	LOC100348011	protein SET-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348017	LOC100348017	60S ribosomal protein L32	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348022	LOC100348022	ribosome production factor 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348026	LOC100348026	etoposide-induced protein 2.4 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348027	LOC100348027	60S ribosomal protein L6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348032	LOC100348032	olfactory receptor 2B6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348034	LOC100348034	taste receptor type 2 member 31-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348037	PTPN20	protein tyrosine phosphatase non-receptor type 20	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	26095	NCBI Ortholog
100348038	LOC100348038	cytochrome P450 4F3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100348045	LOC100348045	olfactory receptor 4B1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348046	LOC100348046	protein FAM163B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348047	LOC100348047	UPF0561 protein C2orf68-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348051	LOC100348051	transcription factor E2F4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348052	LOC100348052	nuclear transport factor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348054	LOC100348054	40S ribosomal protein S15a-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348057	LOC100348057	ADP/ATP translocase 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348058	LOC100348058	zinc finger protein 383	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100348061	LOC100348061	olfactory receptor-like protein OLF3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348070	LOC100348070	40S ribosomal protein S12-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348073	LOC100348073	60S ribosomal protein L14-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348075	LOC100348075	tubulin alpha-1B chain	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348077	LOC100348077	cbp/p300-interacting transactivator 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348084	LOC100348084	signal recognition particle 19 kDa protein-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348088	LOC100348088	prefoldin subunit 6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348091	LOC100348091	translational activator of cytochrome c oxidase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	51204	NCBI Ortholog
100348096	LOC100348096	dimethyladenosine transferase 2, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348101	LOC100348101	poly(rC)-binding protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348108	LOC100348108	GTPase IMAP family member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348113	LOC100348113	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348117	LOC100348117	putative olfactory receptor 8G3	Oryctolagus cuniculus	rabbit	PSEUDO			
100348119	LOC100348119	putative gustatory receptor clone PTE01	Oryctolagus cuniculus	rabbit	PSEUDO			
100348120	LOC100348120	olfactory receptor 51I2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348122	LOC100348122	olfactory receptor 52R1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348123	LOC100348123	olfactory receptor 14A16-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348124	LOC100348124	phosphoglycerate kinase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348125	LOC100348125	histone acetyltransferase KAT2B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348135	LOC100348135	cytochrome b-c1 complex subunit Rieske, mitochondrial-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348136	LOC100348136	keratin, type II cytoskeletal 3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348137	LOC100348137	60S ribosomal protein L10-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348142	LOC100348142	density-regulated protein-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348151	LOC100348151	butyrophilin-like protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348156	LOC100348156	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit	Oryctolagus cuniculus	rabbit	PSEUDO			
100348160	LOC100348160	eukaryotic peptide chain release factor subunit 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348162	LOC100348162	fatty acyl-CoA reductase 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348165	LOC100348165	coiled-coil domain-containing protein 9B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9		
100348166	LOC100348166	olfactory receptor 11G2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348167	LOC100348167	protein FAM136A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348172	LOC100348172	pyruvate kinase PKM-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348178	LOC100348178	melanoma-associated antigen B1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348182	LOC100348182	39S ribosomal protein L30, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348183	LOC100348183	solute carrier family 35 member E1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348188	LOC100348188	40S ribosomal protein S3a-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348189	LOC100348189	olfactory receptor 7A17-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348192	LOC100348192	uncharacterized LOC100348192	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348193	LOC100348193	putative gustatory receptor clone PTE01	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348195	LOC100348195	UBX domain-containing protein 6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348196	LOC100348196	OCIA domain-containing protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348198	LOC100348198	solute carrier family 25 member 36-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348199	CUNH19orf38	chromosome unknown C19orf38 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	255809	NCBI Ortholog
100348203	LOC100348203	leukocyte immunoglobulin-like receptor subfamily A member 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348204	LOC100348204	lysine-specific demethylase 4D	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100348206	LOC100348206	olfactory receptor 10K1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348208	LOC100348208	olfactory receptor 1086-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348209	LOC100348209	serine/threonine-protein kinase MARK1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100348210	LOC100348210	polyribonucleotide nucleotidyltransferase 1, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348212	LOC100348212	ubiquitin-like domain-containing CTD phosphatase 1	Oryctolagus cuniculus	rabbit	PSEUDO			
100348218	LOC100348218	ras-related protein Rap-1b-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348219	LOC100348219	solute carrier family 7 member 13	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100348238	LOC100348238	adenylate cyclase type 10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	17		
100348241	LOC100348241	40S ribosomal protein S16-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348247	LOC100348247	proproteinase E	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348251	LOC100348251	SANT and BTB domain regulator of class switch recombination-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348252	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	345275	NCBI Ortholog
100348253	LOC100348253	60S ribosomal protein L19-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348260	LOC100348260	UDP-N-acetylglucosamine transporter-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348261	LOC100348261	40S ribosomal protein S27	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348264	LOC100348264	cytochrome b5 domain-containing protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	124637	NCBI Ortholog
100348273	CUNH1orf216	chromosome unknown C1orf216 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	127703	NCBI Ortholog
100348274	LOC100348274	ferritin light chain-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348276	LOC100348276	carbonyl reductase [NADPH] 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7		
100348279	LOC100348279	putative taste receptor type 2 member 33	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348286	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	55844	NCBI Ortholog
100348287	LOC100348287	ubiquitin carboxyl-terminal hydrolase isozyme L1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348289	LOC100348289	olfactory receptor 4B1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348295	LOC100348295	proteasome subunit beta type-1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348296	LOC100348296	beclin-1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348297	LOC100348297	zinc finger protein 717-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348302	LOC100348302	protein FAM170A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100348303	LOC100348303	centromere protein K-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348309	LOC100348309	zinc finger protein 420	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348312	LOC100348312	olfactory receptor-like protein OLF3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348313	LOC100348313	protocadherin Fat 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4		
100348315	LOC100348315	early activation antigen CD69	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348318	LOC100348318	survival motor neuron protein-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348324	LOC100348324	olfactory receptor 2Y1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348326	LOC100348326	ubiquitin-conjugating enzyme E2 variant 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348330	LOC100348330	olfactory receptor 10J5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348336	LOC100348336	60S ribosomal protein L10-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348346	LOC100348346	mitochondrial fission factor-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348347	LOC100348347	spindlin-2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348348	LOC100348348	myosin regulatory light polypeptide 9-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348359	USP29	ubiquitin specific peptidase 29	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	57663	NCBI Ortholog
100348360	LOC100348360	serine/threonine-protein kinase Nek7-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348363	LOC100348363	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348368	LOC100348368	olfactory receptor 149-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348369	LOC100348369	serine/threonine-protein kinase MARK2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348370	LOC100348370	olfactory receptor 18-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348371	LOC100348371	olfactory receptor 51F2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348375	LOC100348375	olfactory receptor 2T29-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348376	LOC100348376	olfactory receptor 4D10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348379	RPS27A	ribosomal protein S27a	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	6233	NCBI Ortholog
100348380	LOC100348380	COP9 signalosome complex subunit 8-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348383	LOC100348383	elongin-B-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348391	LOC100348391	pachytene checkpoint protein 2 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348398	LOC100348398	prefoldin subunit 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348403	LOC100348403	butyrophilin-like protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348409	KLF17	KLF transcription factor 17	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	128209	NCBI Ortholog
100348413	LOC100348413	GPN-loop GTPase 3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348415	LOC100348415	histone H2A.Z	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3015	NCBI Ortholog
100348419	LOC100348419	olfactory receptor 11G2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348426	LOC100348426	general transcription factor IIF subunit 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348429	LOC100348429	melanoma-associated antigen B5-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348431	LOC100348431	calpain small subunit 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348433	LOC100348433	RNA-binding protein 34-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348434	LOC100348434	diphosphoinositol polyphosphate phosphohydrolase 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348435	GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive)	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	2681	NCBI Ortholog
100348438	LOC100348438	putative olfactory receptor 2W6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348440	LOC100348440	speckle-type POZ protein-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348441	LOC100348441	olfactory receptor 7A10-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348443	LOC100348443	ultra-long-chain fatty acid omega-hydroxylase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	126410	NCBI Ortholog
100348445	LOC100348445	olfactory receptor 18-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348447	LOC100348447	eukaryotic translation initiation factor 2A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348461	LOC100348461	olfactory receptor 5T3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348463	LOC100348463	zinc finger protein Pegasus-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348481	LOC100348481	peptidyl-prolyl cis-trans isomerase FKBP3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348483	LOC100348483	40S ribosomal protein S3a-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348485	LOC100348485	histone H2A type 1-E	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348496	LOC100348496	cyclin-G1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348499	LOC100348499	uncharacterized LOC100348499	Oryctolagus cuniculus	rabbit	PSEUDO			
100348503	LOC100348503	60S ribosomal protein L4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348518	LOC100348518	signal transducer and activator of transcription 5A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348521	LOC100348521	60S ribosomal protein L3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348522	LOC100348522	cAMP-regulated phosphoprotein 19-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348524	LOC100348524	glycine cleavage system H protein, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348525	LOC100348525	plasma membrane calcium-transporting ATPase 4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348527	LOC100348527	cytochrome P450 2D17	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100348529	LOC100348529	taste receptor type 2 member 14-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348533	LOC100348533	26S proteasome regulatory subunit 10B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348539	LOC100348539	olfactory receptor 4B1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348540	LOC100348540	eIF5-mimic protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348543	LOC100348543	zinc finger protein 181	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348545	LOC100348545	ankyrin repeat domain-containing protein 45-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348549	LOC100348549	transmembrane protein 126A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348553	LOC100348553	protein phosphatase methylesterase 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348557	LOC100348557	zinc finger CCHC domain-containing protein 17-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348558	LOC100348558	membrane-associated progesterone receptor component 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348570	LOC100348570	E3 ubiquitin-protein ligase Mdm2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348575	LOC100348575	olfactory receptor 2Y1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348578	LOC100348578	histone H2B type 1-C/E/F/G/I	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348581	LOC100348581	casein kinase I	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348587	LOC100348587	phosphatidylserine synthase 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348599	LOC100348599	prolyl hydroxylase EGLN3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348612	TSSK1B	testis specific serine kinase 1B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	83942	NCBI Ortholog
100348617	LOC100348617	bile acid-CoA:amino acid N-acyltransferase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348622	LOC100348622	olfactory receptor 18-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348623	LOC100348623	olfactory receptor 51F1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348626	LOC100348626	olfactory receptor 51A4-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100348627	LOC100348627	olfactory receptor 2H1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100348628	LOC100348628	olfactory receptor 4D9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100348640	KRT79	keratin 79	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	338785	NCBI Ortholog
